Frequency,Input,Callsign,Description,System/Category,Tag,Updated
158.83500,,WQPK711,Calumet Township: Adminstrative,Townships and Water Districts,Public Works,2008:09:07
158.85750,159.04500,WPMQ284,Fire: Training at the new command training center used for blue card incident command certification,Orland Central Dispatch,Fire-Tac,2011:02:05
158.86500,,KSA718,Corrections Vans/Transportation [Ch 4],Cook County Sheriff's Department,Corrections,2010:03:07
158.86500,,,Public Works [NO LICENSE],Mount Prospect,Public Works,2008:12:30
158.86500,,KSA718,Tactical / Emergency Management,Cook County Sheriff's Department,Law Tac,2004:10:02
158.88000,,KKG461,Water Department North [Ch 20],Chicago Fire Department and EMS,Public Works,2005:08:21
158.91000,,WQHV915,Fireground,Chicago Ridge,Fire-Tac,2008:12:27
158.91750,,WQGY337,Police,Lyons,Law Tac,2008:12:29
158.92500,,KSA718,Village Operations,Maywood,Public Works,2011:01:06
158.94000,,,Public Works [No License],Schaumburg,Public Works,2009:01:07
158.94000,,,Police: Mobile Extender (PAC-RT),La Grange,Law Tac,2008:12:29
158.94750,,KCI529,Fire: Local Alternate,North Riverside,Fire-Tac,2008:12:30
159.03000,,WPHZ214,Village Inspectors,Mount Prospect,Public Works,2008:12:30
159.04500,155.30250,WPMQ284,Fire: Dispatch,Orland Central Dispatch,Fire Dispatch,2008:12:26
159.04500,155.30250,WPMQ284,Fire: Dispatch (DB: Orland Central),Orland Park,Fire Dispatch,2009:01:07
159.04500,,,Division 19,Mutual Aid Box Alarm System (MABAS),Fire-Tac,2005:01:18
159.09000,,KQ6542,Sheriff: Rebroadcast of 155.535R,Cook County Sheriff's Department,Law Dispatch,2005:11:06
159.09000,,KSA718,Sheriff: Alternate [Ch 7],Cook County Sheriff's Department,Law Tac,2004:10:02
159.12000,151.12250,KSI510,Fire: Dispatch - New,WestCom,Law Dispatch,2005:11:14
159.12000,,KNCD917,Highway Department,Worth Township,Public Works,2009:02:11
159.12000,151.12250,WPMU497,"Division 11 - Forest Park, Oak Park, River Forest",Municipal Fire,Fire Dispatch,2005:10:09
159.17250,,KCU287,Fireground,Rosemont,Fire-Tac,2006:08:09
159.18000,,WQFM918,Stickney Township Activities / Emergency Response,Townships and Water Districts,Public Works,2008:12:30
159.19500,,,Highway Department,Worth,Public Works,2009:01:09
159.19500,153.62000,KDB493,Fire: Dispatch [Ch 1],Skokie,Fire Dispatch,2006:10:15
159.19500,153.62000,KDB493,to: Skokie Fire (Skokie License),RED: Regional Emergency Dispatch (Northbrook),Fire-Tac,2006:05:21
159.21000,155.85750,WPFU250,Police: Dispatch - Old,Indian Head Park,Law Tac,2008:12:28
159.22500,,WNMG928,Parks / Police Tac 4,Glenwood,Public Works,2008:12:28
159.22500,151.23500,WNCA851,Calumet Memorial Park District,Calumet City,Public Works,2007:06:12
159.25500,,WNFP277,Park District,Markham,Public Works,2008:12:29
159.27000,,WPWY422,Fire: Dispatch - Input to 154.34R,Rosemont,Fire Dispatch,2006:08:09
159.28500,,WPCH895,Park District,Hickory Hills,Public Works,2006:08:06
159.31500,,,Park District (Glenview License),Northbrook,Public Works,2008:12:30
159.33000,,WNGV594,Park District,Glencoe,Public Works,2008:12:28
159.33000,,KWO839,Police,Tinley Park,Law Tac,2009:01:08
159.33000,,,Park District (Oak Lawn License),Northbrook,Public Works,2008:12:30
159.35250,,WPYL345,Park District,Des Plaines,Public Works,2008:12:27
159.39750,,KCU287,Fireground,Rosemont,Fire-Tac,2006:08:09
159.40500,,WPZQ221,Airport Ops,Chicago Executive Airport [PWK],Public Works,2006:08:09
159.40500,,,Police: Tac (Ch 6),Wheeling,Fire-Tac,2011:01:11
159.45000,151.43000,WNYL643,Park District [Expired],Arlington Heights,Public Works,2006:08:06
159.51000,,WPNY375,Police,Hodgkins,Law Tac,2008:12:28
159.54000,,WQKG844,Maintenance,South Suburban College (South Holland),Schools,2009:05:15
159.54000,,WPNY375,Sewer / Town Maintenance (was Police: Tactical 158.16),Hodgkins,Public Works,2008:12:28
159.54750,,WQEM893,Water Distribution Data,Oak Forest,Data,2006:08:06
159.61500,,WPKS672,Courtesy Livery Service (Fred Richardson) {base to 151.835} (or 167.9 PL?),Taxi Cabs,Transportation,2007:08:07
159.64500,,WPNY566,Water Department,Countryside,Public Works,2008:12:27
159.66000,156.13500,KSD486,"Winnetka-Kenilworth FD, DB RED Center",Winnetka,Fire Dispatch,2013:11:10
159.66000,156.13500,,Fire: MABAS Division 3,Mutual Aid Box Alarm System (MABAS),Fire-Tac,2013:11:10
159.66000,156.13500,WPUR736,"Fire Dispatch: East - Long Grove, Riverwoods FPD (Winnetka)",RED: Regional Emergency Dispatch (Northbrook),Fire Dispatch,2005:04:12
159.69000,,WPMQ370,"303 Transportation: Continous Data (Chicago, also WMQJ821",Taxi Cabs,Data,2012:01:07
159.70500,,WPSV783,303 Transportation: Base-to-Mobile - MDTs (Wilmette/Chicago),Taxi Cabs,Data,2009:06:12
159.79500,154.20500,,Division 3 - Glenview FD,Mutual Aid Box Alarm System (MABAS),Fire-Tac,2013:11:10
159.79500,154.20500,KSD486,Fire Dispatch: Glenview/Wheeling,Glenview Public Safety Dispatch Center,Fire Dispatch,2013:02:16
159.79500,,KBG289,FireCom: Link,Wheeling,Fire Dispatch,2007:10:31
159.82500,,WQEQ667,R&E Taxi Company (Markham) {mobiles to 152.87},Taxi Cabs,Transportation,2006:09:04
159.82500,,WQIY433,Maintenance/Security,St. Anthony Hospital (Chicago),Business,2010:03:14
159.85500,,WQEA763,Norshore Cab Association - Mobiles to 153.965 (Evanston) (Old?),Taxi Cabs,Transportation,2007:08:07
159.98000,,,Water Plant Ops [No License],Wilmette,Public Works,2009:01:09
159.99000,,WQFN987,School District 27: Admin/Security,Northbrook - Schools,Security,2008:12:30
159.99000,,WPTS430,TR Harmsen: Buses (Chicago),Miscellaneous,Transportation,2006:11:13
160.00500,,WNUI231,IT Department [Ch 6],New Trier (Twp) High School District 203 (Winnetka),Schools,2008:12:30
160.02000,,WPTS430,TR Harmsen: Buses (Chicago),Miscellaneous,Transportation,2006:11:13
160.02000,,WPMQ370,303 Transportation (Rolling Meadows),Taxi Cabs,Transportation,2012:01:07
160.05000,,WPTS430,TR Harmsen: Shuttles - Midway (Schiller Park),Miscellaneous,Transportation,2008:10:15
160.09500,,WPSZ859,First Class Transportation: Shuttles - Midway (TR Harmsen?),Miscellaneous,Transportation,2009:01:27
160.14000,,WPSV783,303 Transportation: Mobile-to-Base - MDTs (Wilmette/Chicago),Taxi Cabs,Data,2009:06:12
160.14000,,WQFN987,School District 27: Admin/Security,Northbrook - Schools,Security,2008:12:30
160.17000,,WQGG491,Chicago Elite Dispatch - Mobiles to 153.245,Taxi Cabs,Transportation,2007:08:07
160.20000,,WQNS797,Express Livery Cab (Chicago),Taxi Cabs,Transportation,2011:05:12
160.20750,,WQAF782,Snowlift LLC: Snow Removal,Support Services / Businesses,Business,2008:12:22
160.30500,,KNFX766,Southwest Service: Chicago to 21st Street [13],Rail,Railroad,2005:09:04
160.30500,,KNBG753,Union Station: Commissary / Terminal Rail?,AMTRAK,Railroad,2012:10:05
160.30500,,KNBG753,Chicago Union Station Operations (AAR 13),AMTRAK,Railroad,2015:04:19
160.36500,161.20500,KNBG753,Amtrak Police [Union Station] (AAR 17 / AAR 73),AMTRAK,Railroad,2015:04:19
160.38000,,KGV765,Belt Railway: Railyard,Miscellaneous,Railroad,2006:09:06
160.39500,161.32500,WPTX382,Amtrak Maintenance of Way/Amtrak PD (AAR 19/AAR 81),AMTRAK,Railroad,2015:04:19
160.44000,,WNQU573,Southwest Service: 21st Street to Manhattan Station [22],Rail,Railroad,2013:09:23
160.54500,,,Amtrak Special Agents - Federal LEO (AAR 29),AMTRAK,Railroad,2015:04:19
160.60500,,WNBG753,Metra Police Control (Mobiles),Metra Police / Public Safety,Law Dispatch,2007:10:10
160.63500,,WNBG753,Metra Police,Metra Police / Public Safety,Law Dispatch,2006:06:04
160.68000,161.22000,KFW519,Commuter PBX [38],Rail,Railroad,2005:09:04
160.74000,,KNFX766,Chicago Union Station Yard (AAR 42),AMTRAK,Railroad,2015:04:19
160.77000,,KFW518,Milwaukee District North Line: Chicago to Fox Lake [44],Rail,Railroad,2005:09:04
160.77000,,KFW518,Milwaukee District West Line: Chicago to Hermosa [44],Rail,Railroad,2005:09:04
160.81500,,,Cicero Central RR 47,Miscellaneous,Railroad,2015:11:19
160.89000,,WNBZ945,UP West Line: Chicago to Geneva [52],Rail,Railroad,2005:09:04
160.89000,,WNBZ945,UP North Line: Chicago to Clybourn [52],Rail,Railroad,2005:09:04
160.92000,,KNFX766,Heritage Corridor Line: Chicago to Joliet [54],Rail,Railroad,2005:09:04
161.02500,,WNMV660,Metra Electric Line: Chicago to University Park [61],Rail,Railroad,2005:09:04
161.02500,,WPWY559,South Shore Line: Chicago to Hegwisch [61],Rail,Railroad,2005:09:04
161.04000,,WNMM986,North Line: Clybourn to Kenosha (UP Line) [62],Rail,Railroad,2005:09:04
161.10000,,KNFX766,BNSF Line: Chicago to Aurora [66],Rail,Railroad,2005:09:04
161.20500,,KNFX259,Norfolk Southern: Rail Police (*see notes),Miscellaneous,Railroad,2014:09:30
161.20500,,WNBG753,Metra Police: AAR Nationwide Police Mutual Aid,Metra Police / Public Safety,Law Talk,2007:09:14
161.26500,,KNFX766,Chicago Union Station Mechanical (AAR 77),AMTRAK,Railroad,2015:04:19
161.28000,,,Chicago Union Station Switching Operations (AAR 78),AMTRAK,Railroad,2015:04:19
161.29500,,WQAG471,"North Central Line: River Grove to Antioch (reported as ""to Police"") [79]",Rail,Railroad,2005:09:04
161.31000,,WNMM986,UP Northwest Line: Chicago to Harvard [80],Rail,Railroad,2015:11:16
161.34000,,KSB864,Rock Island Line: Chicago to Joliet [82],Rail,Railroad,2005:09:04
161.35500,,GU651,South Shore Line: Hegwisch to South Bend [83],Rail,Railroad,2005:09:04
161.52000,,KFW519,Milwaukee District West Line: Hermosa to Elgin [94],Rail,Railroad,2005:09:04
161.61000,,KFW518,Train-to-Train/Maintenance/Shops (also Police?),Rail,Railroad,2005:09:04
161.67000,,,Newsroom [No License],NBC Universal,Media,2011:04:29
161.70000,,,Operations [Ch 2/No License],NBC Universal,Media,2011:04:29
161.74500,,KSB840,Remote,WGN Channel 9,Media,2011:04:29
161.74750,,KSB840,WGN-AM 720 Radio,WGN AM,Media,2010:02:27
161.75000,,,WSNS-TV: IFB (Telemundo Chicago),Miscellaneous,Media,2014:12:12
161.75250,,KSB840,WGN-AM (Remote Pick-Up for TV 72115),WGN AM,Media,2007:10:25
161.77250,,KSB840,News Audio (Remote Pick-Up for TV 72115),WGN Channel 9,Media,2007:10:25
161.81250,,,Vessel Traffic Service data,USCG (United States Coast Guard),Data,2005:08:14
162.06250,,,Simulcast of INS Chicago (R F2/S F3),INS - Immigration & Naturallization Services,Federal,2012:12:01
162.08750,,,Federal Aid Law Enforcement VHF Inop 1 Transmit,Federal Aid Law Enforcement,Federal,2014:03:27
162.22500,164.96250,,Postal Flight Loading (Chicago Base),US Postal Service,Federal,2008:01:28
162.22500,164.96250,,Postal (Chicago),US Postal Service,Federal,2014:03:27
162.26250,,,Federal Aid Law Enforcement VHF Inop 2 Transmit,Federal Aid Law Enforcement,Federal,2014:03:27
162.31250,,,FAA,FAA / O'Hare,Federal,2007:04:10
162.68750,,,USSS YANKEE AIRFORCE ONE air to ground W/171.2875,Miscellaneous,Military,2014:03:27
162.71250,170.80000,,FBI Chicago - former use repeater,FBI - Federal Bureau of Investigations,Federal,2014:03:27
162.73750,167.61250,,FBI Chicago - former use repeater,FBI - Federal Bureau of Investigations,Federal,2007:09:23
162.76250,167.63750,,FBI Chicago - former use repeater,FBI - Federal Bureau of Investigations,Federal,2014:03:27
162.78750,,,Chicago (also simplex),US Marshals,Federal,2014:03:27
162.83750,,,Federal Aid Law Enforcement VHF Inop 3 Transmit,Federal Aid Law Enforcement,Federal,2007:03:18
162.87500,,,INS Chicago mobiles,INS - Immigration & Naturallization Services,Federal,2014:03:27
162.90000,,,INS Chicago simplex and Mexican border Tac,INS - Immigration & Naturallization Services,Federal,2014:03:27
162.92500,,,INS Chicago mobiles may input 163.6250 Repeater,INS - Immigration & Naturallization Services,Federal,2014:03:27
162.97500,,,INS Chicago mobiles,INS - Immigration & Naturallization Services,Federal,2014:03:27
163.00000,,,USN Blue Angels 2004 ground,Miscellaneous,Military,2014:03:27
163.10000,,,NOAA National Severe Storms Labs NSSL F1-SMX / F2-RPTS,NOAA / National Weather Service (NWS),Federal,2007:03:18
163.10000,,,FBI Chicago - simplex (D7) (was 167.9 PL),FBI - Federal Bureau of Investigations,Federal,2009:04:22
163.20000,163.81250,,Chicago repeater (& simplex),US Marshals,Federal,2008:10:02
163.25000,,WPUU367,Paging (CSQ),Our Lady of the Resurrection Medical Center (OLR-Chicago),Data,2010:12:27
163.25000,,WPUU366,Paging (CSQ),St. Elizabeth Hospital (Chicago),Data,2009:09:13
163.25000,,WQMH435,Paging,Westlake Community Hospital (Chicago),Business,2010:12:13
163.25000,,KNNT915,Digital Paging,West Suburban Hospital (Oak Park),Data,2009:09:14
163.27500,,,NOAA National Severe Storms Labs NSSL F3 Simplex,NOAA / National Weather Service (NWS),Federal,2007:03:18
163.28750,,,Federal Aid Law Enforcement VHF Inop 4 Transmit,Federal Aid Law Enforcement,Federal,2007:03:18
163.32500,,,EMWIN Weather Data,Multi-Agency / Miscellaneous / Unidentified,Data,2011:04:29
163.42500,,,Federal Aid Law Enforcement VHF Inop 5 Transmit,Federal Aid Law Enforcement,Federal,2014:03:27
163.43750,,,"voice ops (ENC, P25?)",Multi-Agency / Miscellaneous / Unidentified,Federal,2010:07:08
163.47500,,,ICE: Simulcast with 163.7500 ICE (Ch 13),FAA / O'Hare,Federal,2012:01:18
163.50000,,,FAA,FAA / O'Hare,Federal,2007:04:10
163.53750,,,voice ops (ENC),Multi-Agency / Miscellaneous / Unidentified,Federal,2010:07:08
163.62500,165.85000,,ICE,FAA / O'Hare,Federal,2009:11:14
163.62500,162.82500,,INS Chicago  (R F2/S F3),INS - Immigration & Naturallization Services,Federal,2012:12:01
163.65000,164.47500,,FBI Chicago units repeater? [also INS R & BM],FBI - Federal Bureau of Investigations,Federal,2014:03:27
163.67500,,,INS Chicago repeat and simplex F4/F5/F6,INS - Immigration & Naturallization Services,Federal,2014:03:27
163.67500,,,ICE/DHS (CBP/APHIS/ICE) operations O'Hare,INS - Immigration & Naturallization Services,Federal,2012:01:18
163.72500,,,INS Chicago repeat and simplex,INS - Immigration & Naturallization Services,Federal,2014:03:27
163.72500,,,ICE Ops,US Customs,Federal,2012:01:18
163.75000,,,ICE: Simulcast with 163.475 ICE,FAA / O'Hare,Federal,2009:11:14
163.77500,,,INS Chicago repeat and simplex (also P25 use),INS - Immigration & Naturallization Services,Federal,2014:03:27
163.77500,,,FBI Chicago  (also CSQ?),FBI - Federal Bureau of Investigations,Federal,2014:03:27
163.83750,167.28750,,FBI Chicago - former use repeater,FBI - Federal Bureau of Investigations,Federal,2014:03:27
163.88750,167.48750,,FBI Chicago - OCTF former repeater,FBI - Federal Bureau of Investigations,Federal,2014:03:27
163.91250,167.48750,,FBI Chicago - former repeater Bank detail,FBI - Federal Bureau of Investigations,Federal,2014:03:27
163.93750,,,FBI Chicago - former use,FBI - Federal Bureau of Investigations,Federal,2014:03:27
163.96250,,,FBI Chicago - former use,FBI - Federal Bureau of Investigations,Federal,2014:03:27
163.98750,167.33750,,FBI Chicago - former primary channel 1980's,FBI - Federal Bureau of Investigations,Federal,2014:03:27
164.10000,162.92500,,OHare USCS/ICE (US Customs F20,FAA / O'Hare,Federal,2008:01:26
164.17500,,,Veterans Affairs Chicago Lakeside Hospital pagers,Miscellaneous,Military,2014:03:27
164.22500,,,Security / Police,Argonne National Laboratory (ANL),Federal,2007:03:18
164.23750,,,Surveillance/Wire 1,"BATF - Bureau of Alcohol, Tobacco, Firearms and Explosives (Chicago Bureau)",Federal,2014:03:27
164.30000,,,Fireground / Fermilab Ops,Argonne National Laboratory (ANL),Fire-Tac,2007:03:18
164.35000,,,Fermilab: Buildings Ops / Maintenance,US Department of Energy / Fermilab (*need loc),Federal,2014:03:27
164.37500,164.75000,,Fire / Fermilab (Dispatcher simulcast on SC21 TG1051),Argonne National Laboratory (ANL),Fire Dispatch,2007:03:18
164.37500,,,Postal Flight Loading (OHare),US Postal Service,Federal,2008:01:26
164.37500,,,USSS Chicago CHARLIE - simplex,US Secret Service (USSS),Federal,2007:09:23
164.40000,,,USSS Chicago PAPA - simplex (and input to 165.7875),US Secret Service (USSS),Federal,2007:09:23
164.50000,,,Fireground,Argonne National Laboratory (ANL),Fire-Tac,2007:03:18
164.55000,,,"FBI Chicago Area (usual encrypted, sometimes clear)",FBI - Federal Bureau of Investigations,Federal,2015:10:20
164.55000,168.86250,,FBI Chicago - OCDETF [R D1/S D2] (USCS/ICE?),FBI - Federal Bureau of Investigations,Federal,2008:04:21
164.60000,163.81250,,Chicago (also simplex),US Marshals,Federal,2014:03:27
164.62500,,,FBI Chicago - former Ops probable simplex use,FBI - Federal Bureau of Investigations,Federal,2014:03:27
164.65000,,,USSS Tango,US Secret Service (USSS),Federal,2014:03:27
164.65000,,,USSS Chgo TANGO simplex enforcement channel,US Secret Service (USSS),Federal,2007:09:23
164.70000,,,Wage and Hour Unit,US Department of Labor,Federal,2008:02:01
164.70000,,,Lakeside VA Medical Center (Chicago),Veterans Administration (VA),Military,2014:03:27
164.71250,,,Federal Aid Incidents VHF Calling Transmit,Federal Aid Law Enforcement,Federal,2014:03:27
164.75000,,,Fireground,Argonne National Laboratory (ANL),Fire-Tac,2007:03:18
164.82500,,,VA Hines Hospital,Veterans Administration (VA),Military,2014:03:27
164.88750,,,USSS OSCAR Presidential Detail,US Secret Service (USSS),Federal,2012:01:18
164.90000,,,Law Enforcement / Operations [CG-118],USCG (United States Coast Guard),Military,2012:07:11
164.90000,,,USN Blue Angels ground,Miscellaneous,Military,2014:03:27
164.98750,,,Postal (Chicago),US Postal Service,Federal,2014:03:27
165.15000,,,Postal:Tractor/Trailer Ops,US Postal Service,Federal,2014:03:27
165.21250,,,USSS Mike,US Secret Service (USSS),Federal,2014:03:27
165.21250,,,USSS Chgo MIKE Tactical simplex enforcement,US Secret Service (USSS),Federal,2007:09:23
165.23750,166.43750,,USCS/ICE (or 166.4875 164.4375 166.5375 165.4375?),US Customs,Federal,2005:10:05
165.23750,,,A1 NET 1 U.S. Customs,US Customs,Federal,2009:04:13
165.23750,163.31250,,Customs [A1],US Customs,Federal,2009:11:14
165.25000,,,Misc Federal Aid Incidents VHF 1 Transmit,Federal Aid Law Enforcement,Federal,2014:03:27
165.26250,,,Fermilab: Telemetry / Synth Voice,US Department of Energy / Fermilab (*need loc),Federal,2014:03:27
165.26250,,,surveillance room bug,Multi-Agency / Miscellaneous / Unidentified,Federal,2014:03:27
165.28750,,,Chicago Base (BATF Chicago and nationwide repeat and simplex),"BATF - Bureau of Alcohol, Tobacco, Firearms and Explosives (Chicago Bureau)",Federal,2014:03:27
165.37500,,,USSS Charlie,US Secret Service (USSS),Federal,2014:03:27
165.37500,166.40000,,USSS Chicago CHARLIE repeater (formerly 103.5 PL),US Secret Service (USSS),Federal,2008:10:02
165.37500,164.46250,,USSS Chicago CHARLIE repeater (Altenate input),US Secret Service (USSS),Federal,2012:01:18
165.43750,163.10000,,NOAA National Severe Storms Labs NSSL (inputs Aero) (@ O'Hare? FAA),NOAA / National Weather Service (NWS),Federal,2014:03:27
165.43750,,,Customs (Chicago),US Customs,Federal,2011:05:03
165.48750,,,USCS/ICE,Miscellaneous,Military,2014:03:27
165.51250,,,BATF reported Surveillance Simplex,"BATF - Bureau of Alcohol, Tobacco, Firearms and Explosives (Chicago Bureau)",Federal,2014:03:27
165.61250,,,OHare FAA,FAA / O'Hare,Federal,2007:03:18
165.62500,,,USSS Wheaton repeater output,US Secret Service (USSS),Federal,2014:03:27
